owner_name,asset_count
"Conjupro Biotherapeutics, Inc.",3
"Corregene Biotechnology Co., Ltd",3
Cullinan Therapeutics Inc.,3
Curium US LLC,3
Curocell Inc.,3
"CytoAgents, Inc.",3
DEKA Biosciences,3
"DSciLab Co., Ltd.",3
"Delta-Fly Pharma, Inc.",3
Dermavon Holdings Limited,3
"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",3
Dren Bio,3
DuoGenic StemCells Corporation (DGSC),3
Dynavax Technologies Corporation,3
EBG MedAustron GmbH,3
"Eclipse Life Sciences, Inc.",3
EdiGene Inc.,3
Egyptian International Pharmaceutical Industries Co,3
Eilean Therapeutics,3
Eisbach Bio GmbH,3
Elevara Medicines Limited,3
Ensem Therapeutics,3
Enterome,3
"Epizyme, Inc.",3
Epkin,3
"EuBiologics Co.,Ltd",3
"Everest Medicines (Beijing) Co., Ltd.",3
Excellergy Inc.,3
"Frantz Viral Therapeutics, LLC",3
"Fujian Haixi Pharmaceuticals Co., Ltd.",3
Full-Life Technologies UK Limited,3
GV20 Therapeutics,3
Galderma R&D,3
Gedeon Richter Plc.,3
GenSight Biologics,3
"GeneMedicine Co., Ltd.",3
Geneos Therapeutics,3
"Genprex, Inc.",3
"Genuine Research Center, Egypt",3
Georgiamune Inc,3
Geron Corporation,3
Getz Pharma,3
Glenmark Specialty S.A.,3
"Glycomine, Inc.",3
Graegis Pharmaceuticals Ltd,3
Green Cross Corporation,3
"Green Valley (Shanghai) Pharmaceuticals Co., Ltd.",3
"Grifols Biologicals, LLC",3
Gylden Pharma Ltd,3
HDT Bio,3
"Haihe Biopharma Co., Ltd.",3
Hamad Medical Corporation,3
"Hangzhou Hanx Biopharmaceuticals, Ltd.",3
"Hangzhou Sciwind Biosciences Co., Ltd.",3
"Hangzhou SynRx Therapeutics Biomedical Technology Co., Ltd",3
"Hangzhou Yirui Pharmaceutical Technology Co., Ltd",3
Harbour BioMed (Guangzhou) Co. Ltd.,3
Helsinn Healthcare SA,3
Heronova Pharmaceuticals,3
HiFiBiO Therapeutics,3
Hope Biosciences Research Foundation,3
"HuniLife Biotechnology, Inc.",3
Huons Biopharma,3
"Hyundai Bioscience Co., Ltd.",3
IO Biotech,3
"Idera Pharmaceuticals, Inc.",3
ImmVira Pharma Co. Ltd,3
ImmuneSensor Therapeutics Inc.,3
Immuno Cure Holding (HK) Limited,3
"Immunophotonics, Inc.",3
Implicit Bioscience,3
Incepta Pharmaceuticals Ltd,3
Incyclix Bio,3
"Industrial Farmacéutica Cantabria, S.A.",3
InnovStone Therapeutics Limited,3
Integrative Skin Science and Research,3
Iperboreal Pharma Srl,3
Iterion Therapeutics,3
"Janssen Pharmaceutica N.V., Belgium",3
"JenKem Technology Co., Ltd.",3
"Jiangsu Aidea Pharmaceutical Group Co., Ltd.",3
"Jiangsu Carephar Pharmaceutical Co., Ltd.",3
"Jiangsu Famous Medical Technology Co., Ltd.",3
Jiangsu Renocell Biotech Company,3
"Juno Therapeutics, a Subsidiary of Celgene",3
Kailera,3
Kedrion S.p.A.,3
Kynexis B.V.,3
"L & L Bio Co., Ltd., Ningbo, China",3
Leeuwenhoek Laboratories Co. Ltd.,3
Lei Yunshang Group,3
Les Laboratoires des Médicaments Stériles,3
"Liaoning Chengda Biotechnology CO., LTD",3
"Liaoning Medical Diagnosis and Treatment Technology Research and Development Co., Ltd.",3
"LigaChem Biosciences, Inc.",3
"Lingyi Biotech Co., Ltd.",3
"Liquidia Technologies, Inc.",3
Lubris Bio Pty Ltd,3
"Lyell Immunopharma, Inc.",3
Lyvgen Biopharma Holdings Limited,3
Maia Biotechnology,3
MedRegen LLC,3
Mediar Therapeutics,3
"Memgen, Inc.",3
"Mercator MedSystems, Inc.",3
Merida Biosciences,3
MetaFines,3
"Metro International Biotech, LLC",3
Microbiotica Ltd,3
"Mirador Therapeutics, Inc.",3
"Moon (Guangzhou) Biotechnology Co., Ltd.",3
Mundipharma Research Limited,3
Myrtelle Inc.,3
"Nanjing RegeneCore Biotech Co., Ltd.",3
Nanobiotix,3
"National Vaccine and Serum Institute, China",3
NaviFUS Corporation,3
NeuShen Therapeutics,3
"Neukio Biotherapeutics (Shanghai) Co., Ltd.",3
NeuroDerm Ltd.,3
Neurothera Labs Inc.,3
"Neurotronic, Inc.",3
"Newish Biotech (Wuxi) Co., Ltd.",3
"Newsoara HYK Biopharmaceutical (Shanghai) Co., Ltd.",3
NexImmune Inc.,3
Nexcella Inc.,3
"Ningbo Rongan Biological Pharmaceutical Co., Ltd.",3
Novelwise Pharmaceutical Corporation,3
NovoCure GmbH,3
Nuevocor Pte. Ltd.,3
Nura Bio,3
"OncoVerity, Inc.",3
"Oneness Biotech Co., Ltd.",3
"Orca Biosystems, Inc.",3
"Osel, Inc.",3
"PAQ Therapeutics, Inc.",3
PDC*line Pharma SAS,3
"POINT Biopharma, a wholly owned subsidiary of Eli Lilly and Company",3
"PPD Development, LP",3
PYC Therapeutics,3
"Panbela Therapeutics, Inc.",3
"Parabilis Medicines, Inc.",3
Paradigm Biopharmaceuticals USA (INC),3
Peptomyc S.L.,3
PharmAbcine,3
Pharming Technologies B.V.,3
"PhenoNet, Inc.",3
"Pikavation Therapeutics, Inc.",3
Polaris Group,3
Polpharma Biologics International AG,3
"Portal Diabetes, Inc.",3
Price Vision Group,3
"Priovant Therapeutics, Inc.",3
Privo Technologies,3
"ProDa BioTech, LLC",3
"Propedix, Inc.",3
PureTech,3
"Qilu Pharmaceutical (Hainan) Co., Ltd.",3
QurAlis Corporation,3
RECORDATI GROUP,3
"Ranok Therapeutics (Hangzhou) Co., Ltd.",3
Regor Pharmaceuticals Inc.,3
"Relay Therapeutics, Inc.",3
"Rempex (a wholly owned subsidiary of Melinta Therapeutics, LLC)",3
ReproNovo Aps,3
Restorbio Inc.,3
"S1 Biopharma, Inc.",3
SANGMYUNG innovation,3
"SDK Therapeutics, Inc.",3
"SK Life Science, Inc.",3
"STCube, Inc.",3
Salspera LLC,3
Sanaria Inc.,3
Sandoz,3
Saol Therapeutics Inc,3
Scancell Ltd,3
SecuraBio,3
Servier Affaires Médicales,3
"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd.",3
"Shanghai CureGene Pharmaceutical Co., Ltd.",3
"Shanghai Guangsheng Biopharmaceutical Co., Ltd",3
"Shanghai Hansoh Biomedical Co., Ltd",3
"Shanghai Huicun Medical Technology Co., Ltd.",3
Shanghai Hutchison Pharmaceuticals Limited,3
"Shanghai Jeyou Pharmaceutical Co., Ltd.",3
"Shanghai Longwood Biopharmaceuticals Co., Ltd.",3
"Shanghai Minwei Biotechnology Co., Ltd",3
"Shanghai NK Cell Technology Co., LTD",3
Shanghai Pushi Medical Science Co. Ltd,3
"Shanghai SIMR Biotechnology Co., Ltd.",3
"Shanghai Xinzhi BioMed Co., Ltd.",3
"Shanxi Kangbao Biological Product Co., Ltd.",3
"Shenzhen Ausa Pharmed Co.,Ltd",3
"Shenzhen Celconta Life Science Co., Ltd.",3
"Shenzhen Genocury Biotech Co., Ltd.",3
"Sichuan Honghe Biotechnology Co., Ltd.",3
"SillaJen, Inc.",3
"Simcha IL-18, Inc.",3
Singulera Therapeutics Inc.,3
Soterix Medical,3
"Spark Therapeutics, Inc.",3
Spinogenix,3
Starna Therapeutics,3
Stelexis BioSciences,3
Summit Therapeutics,3
"Sun Pharmaceutical Industries, Inc.",3
"Supergene, LLC",3
Suven Life Sciences Limited,3
"Suzhou Forlong Biotechnology Co., Ltd",3
"Suzhou Puhe Pharmaceutical Technology Co., LTD",3
Suzhou Sanegene Bio Inc.,3
SymBio Pharmaceuticals,3
"Syndeio Biosciences, Inc",3
"SynerGene Therapeutics, Inc.",3
T3 Pharmaceuticals AG,3
TBF Genie Tissulaire,3
"TLC Biopharmaceuticals, Inc.",3
TaiMed Biologics Inc.,3
"Taisho Pharmaceutical Co., Ltd.",3
Tarian Pharma,3
Tcelltech Inc.,3
"Telios Pharma, Inc.",3
Tempest Therapeutics,3
"Thiogenesis Therapeutics, Inc.",3
ThromBio Pty. Ltd.,3
"TiumBio Co., Ltd.",3
"Tonghua Dongbao Pharmaceutical Co.,Ltd",3
Topadur Pharma AG,3
Transdermal Delivery Solutions Corp,3
Transgene,3
TriArm Therapeutics (Taiwan) Limited,3
Triastek (Shanghai) Limited,3
"Tvardi Therapeutics, Incorporated",3
Txinno Bioscience Inc.,3
"UBP Greater China (Shanghai) Co., Ltd",3
"UCB BIOSCIENCES, Inc.",3
"USWM, LLC (dba US WorldMeds)",3
VLP Therapeutics,3
Valo Therapeutics Oy,3
"Vaneltix Pharma, Inc.",3
"Vincentage Pharma Co., Ltd",3
Virogin Biotech Canada Ltd,3
Wuhan Humanwell Innovative Drug Research and Development Center Limited Company,3
"Wuhan YZY Biopharma Co., Ltd.",3
"Xcovery Holdings, Inc.",3
"Xizang Haisco Pharmaceutical Co., Ltd",3
"Zai Lab (Hong Kong), Ltd.",3
"Zai Lab (Shanghai) Co., Ltd.",3
Zelluna Immunotherapy AS,3
Zhejiang Hisun Pharmaceutical Co. Ltd.,3
"Zhuhai United Laboratories Co., Ltd.",3
Zucara Therapeutics Inc.,3
"enGene, Inc.",3
"iVeena Delivery Systems, Inc.",3
medac GmbH,3
CONBA USA INC,2
GALDERMA LABORATORIES INC,2
AMNEAL IRELAND LTD,2
GLAXOSMITHKLINE INTELLECTUAL PROPERTY LTD ENGLAND,2
KINDEVA DRUG DELIVERY LP,2
NEPHRON CORP,2
NEPHRON PHARMACEUTICALS CORP,2
SANDOZ CANADA INC,2
PHARMACIA AND UPJOHN CO LLC,2
IONETIX CORP,2
MIDWEST MEDICAL ISOTOPES LLC CYCLOTRON DIV,2
SOFIE CO DBA SOFIE,2
UCLA BIOMEDICAL CYCLOTRON,2
UCSF RADIOPHARMACEUTICAL FACILITY,2
US ANTIBIOTICS LLC,2
SUN PHARMA INDUSTRIES LTD,2
MDD US OPERATIONS LLC,2
IDORSIA PHARMACEUTICALS LTD,2
PLANO PHARMACEUTICALS INC,2
NUVO PHARMACEUTICALS (IRELAND) DAC,2
HISAMITSU PHARMACEUTICAL CO INC,2
UPJOHN MANUFACTURING IRELAND UNLTD,2
LOREAL USA PRODUCTS INC,2
BAYER HEALTHCARE CONSUMER CARE,2
PFIZER CHEMICALS DIV PFIZER INC,2
NORWICH PHARMACEUTICALS INC,2
ESPERION THERAPEUTICS INC,2
CSPC-NBP PHARMACEUTICAL CO LTD,2
ARRAY BIOPHARMA INC,2
RELIANCE LIFE SCIENCES PRIVATE LTD,2
SABA ILAC SANAYIVE TICARET AS,2
PACIRA PHARMACEUTICALS INC,2
HUONS CO LTD,2
BIODELIVERY SCIENCES INTERNATIONAL INC,2
FRESENIUS MEDICAL CARE NORTH AMERICA,2
NOVARTIS PHARMACEUTICAL CORP,2
AVERITAS PHARMA INC,2
SCIECURE PHARMA INC,2
ORION PHARMA,2
HANGZHOU ZHONGMEI HUADONG PHARMACEUTICAL CO LTD,2
HIKMA FARMACEUTICA PORTUGAL LDA,2
CARWIN PHARMACEUTICAL ASSOCIATES LLC,2
TIANJIN TIANYAO PHARMACEUTICALS CO LTD,2
BAJAJ MEDICAL LLC,2
MISEMER PHARMACEUTICALS INC,2
BAJAJ MEDICAL,2
BECTON DICKINSON AND CO,2
THINQ PHARMA-CRO PRIVATE LTD,2
MERCK AND CO INC,2
LABORATORIOS SALVAT SA,2
EVOFEM INC,2
NEW HEIGHTSRX LLC,2
LUNDBECK PHARMACEUTICALS LLC,2
THE ACME LABORATORIES LTD,2
VIATRIS SPECIALITY LLC,2
USWM LLC,2
JAZZ PHARMACEUTICALS INC,2
ACTAVIS INC,2
TAGI PHARMA INC,2
XERIS PHARMACEUTICALS INC,2
AMICI PHARMA INC,2
DEXCEL LTD,2
WEST WARD PHARMACEUTICAL CORP,2
AVET PHARMACEUTICALS INC,2
MAYNE PHARMA INTERNATIONAL PTY LTD,2
DUCHESNAY INC,2
EXELTIS USA INC,2
ENTASIS THERAPEUTICS INC,2
STEMLINE THERAPEUTICS INC,2
SHENZHEN TECHDOW PHARMACEUTICAL CO LTD,2
DENTSPLY PHARMACEUTICAL INC,2
WESTMINSTER PHARMACEUTICALS LLC,2
SAVIOR LIFETEC CORP,2
SPH ZHONGXI PHARMACEUTICAL CO LTD,2
GUANGZHOU NOVAKEN PHARM CO LTD,2
INDCHEMIE HEALTH SPECIALTIES PVT LTD,2
MILLICENT MANUFACTURING PR LLC,2
QOL MEDICAL LLC,2
ALLERGAN PHARMACEUTICALS INTERNATIONAL LTD,2
GUERBET LLC,2
PHARMACOSMOS AS,2
CYCLE PHARMACEUTICALS LTD,2
OMSAV PHARMA RESEARCH PRIVATE LTD,2
AVID RADIOPHARMACEUTICALS INC,2
BLUE EARTH DIAGNOSTICS LTD,2
BAMF HEALTH INC,2
JUBILANT DRAXIMAGE RADIOPHARMACIES INC,2
SOFIE CO DBA SOFIE (FKA ZEVACOR PHARMA INC),2
UNIV IOWA HOSPS AND CLINICS PET IMAGING CENTER,2
UNIV UTAH CYCLOTRON RADIOCHEMISTRY LAB,2
HILL DERMACEUTICALS INC,2
PARATEK PHARMACEUTICALS INC,2
WATSON LABORATORIES,2
PRECISION DOSE INC,2
HELSINN HEALTHCARE SA,2
YABAO PHARMACEUTICAL CO LTD BEIJING,2
IMMEDICA PHARMA AB,2
LACER PHARMA LLC,2
NOVA LABORATORIES LTD,2
ACTAVIS MID ATLANTIC LLC AN INDIRECT WHOLLY OWNED SUB OF TEVA PHARMACEUTICALS USA INC,2
PATHEON SOFTGELS BV,2
HALOCARBON PRODUCTS CORP,2
SERVIER PHARMACEUTICALS LLC,2
ALCON PHARMACEUTICALS LTD,2
PAI HOLDINGS LLC,2
PERRIGO PHARMA INTERNATIONAL DESIGNATED ACTIVITY CO,2
AMRING PHARMACEUTICALS INC,2
AET PHARMA US INC,2
TOLMAR INC,2
KING PHARMACEUTICALS RESEARCH AND DEVELOPMENT LLC,2
USPHARMA LTD,2
SPECTRA MEDICAL DEVICES INC,2
NANJING KING FRIEND BIOCHEMICAL PHARMACEUTICAL CO LTD,2
ORBICULAR PHARMACEUTICAL TECHNOLOGIES PRIVATE LTD,2
ALEMBIC LTD,2
SCIENTURE LLC,2
REMPEX PHARMACEUTICALS INC A WHOLLY OWNED SUB OF MELINTA THERAPEUTICS LLC,2
ALIGNSCIENCE PHARMA INC,2
NOSTRUM PHARMACEUTICALS LLC,2
MEDEXUS PHARMA INC,2
AMICUS THERAPEUTICS US LLC,2
SPRINGWORKS THERAPEUTICS INC,2
ROCHE PALO ALTO LLC,2
ATNAHS PHARMA US LTD,2
MEDUNIK CANADA INC,2
CHEPLAPHARM REGISTRATION GMBH,2
USV PRIVATE LTD,2
HOFFMANN LA ROCHE INC,2
UMEDICA LABORATORIES PVT LTD,2
ESKAYEF PHARMACEUTICALS LTD,2
MEDICURE INTERNATIONAL INC,2
FOURRTS INDIA LABORATORIES PRIVATE LTD,2
DECIPHERA PHARMACEUTICALS LLC,2
TONIX MEDICINES INC,2
KARO HEALTHCARE INC,2
VERITY PHARMACEUTICALS INC,2
YAOPHARMA CO LTD,2
ZHEJIANG NOVUS PHARMACEUTICALS CO LTD,2
CENTOCOR INC,2
ALVOTECH USA INC,2
FORMYCON AG,2
ISO TEX,2
BIOVITRUM AB,2
JAZZ PHARMS,2
SMITH AND NEPHEW,2
HUMAN GENOME SCIENCES INC.,2
AMNEAL PHARMS LLC,2
BIO-THERA SOLUTIONS LTD,2
KYOWA KIRIN,2
ONY,2
SHANGHAI HENLIUS BIOTECH,2
DYAX CORP.,2
SPECTRUM PHARMS,2
ASTELLAS,2
KASHIV BIOSCIENCES LLC,2
BIOMARIN,2
WYETH PHARMS INC,2
CENTOCOR ORTHO BIOTECH INC,2
THERATECHNOLOGIES,2
SANOFI-AVENTIS U.S. LLC,2
SCHERING,2
MYLAN GMBH,2
PHARMACIA,2
SANOFI SYNTHELABO,2
"RECORDATI RARE DISEASES, INC.",2
BEIGENE,2
"3D Medicines (Beijing) Co., Ltd.",2
AAVantgarde Bio Srl,2
"AMAG Pharmaceuticals, Inc.",2
AOP Orphan Pharmaceuticals AG,2
AUG Therapeutics,2
Abalos Therapeutics GmbH,2
Abion Inc,2
Absci Pty Ltd.,2
Accendatech USA Inc.,2
Accro Bioscience (Suzhou) Limited,2
Accutar Biotechnology Inc,2
Ace Cells Lab Limited,2
Actimed Therapeutics Ltd,2
"Actio Biosciences, Inc.",2
Adagene Inc,2
Adcentrx Therapeutics,2
AdvanCell Pty Limited,2
Aelis Farma,2
Afasci Inc,2
Agenus Inc.,2
Agomab Spain S.L.U.,2
"AiViva BioPharma, Inc.",2
"Aimmune Nestlé Health Science US R&D, LLC",2
"Aivita Biomedical, Inc.",2
Akamis Bio,2
Alessa Therapeutics Inc.,2
Alethia Biotherapeutics,2
AlgoTherapeutix,2
Allogene Therapeutics,2
Alnylam Pharmaceuticals,2
"Alpha Biopharma (Jiangsu) Co., Ltd.",2
"Altesa Biosciences, Inc.",2
American Association of Sensory Electrodiagnostic Medicine,2
Amivas Inc.,2
Amorphical Ltd.,2
Angitia Incorporated Limited,2
Antengene Corporation,2
Antengene Therapeutics Limited,2
"Anthos Therapeutics, Inc.",2
"Apellis Pharmaceuticals, Inc.",2
"Aperta Biosciences, LLC",2
Aptevo Therapeutics,2
Aramis Biotechnologies Inc.,2
"Arcellx, Inc.",2
Arialys Australia Pty Ltd,2
"Aribio Lab Co., Ltd.",2
ArthroBiologix Inc.,2
"Ascentawits Pharmaceuticals, Ltd",2
"Ascletis Pharmaceuticals Co., Ltd.",2
"Asher Biotherapeutics, Inc.",2
"Astellas Pharma China, Inc.",2
Atamyo Therapeutics,2
"Atavistik Bio, Inc",2
"AtlasMedx, Incorporated",2
Attovia Therapeutics Inc,2
AudioCure Pharma GmbH,2
Aurion Biotech,2
Avacta Life Sciences Ltd,2
AvenCell Europe GmbH,2
"Avenue Therapeutics, Inc.",2
"Aviceda Therapeutics, Inc.",2
"Avistone Pharmaceutical（Ningbo）Co., LTD.",2
Azafaros B.V.,2
Azurity Pharmaceuticals,2
BPGbio,2
Bambusa Therapeutics,2
"Beijing Anlong Biopharmaceutical Co., Ltd.",2
"Beijing Bio-Targeting Therapeutics Technology Co., Ltd",2
"Beijing Geekgene Technology Co., LTD",2
"Beijing Health Guard Biotechnology, Inc",2
"Beijing Shenogen Biomedical Co., Ltd",2
"Beijing Supreme Life Pharmaceutical Technology Co., Ltd.",2
Beijing Tricision Biotherapeutics Inc,2
Beijing Yongtai Ruike Biotechnology Company Ltd,2
"Beletalent (Zhuhai) Pharmaceutical Co., Ltd",2
"Belief BioMed (Beijing) Co., Ltd",2
Beta Pharma Shanghai,2
BeyondSpring Pharmaceuticals Inc.,2
BiOneCure Therapeutics Inc.,2
"Bial R&D Investments, S.A.",2
Bicara Therapeutics,2
Bigespas LTD,2
"Bilix Co.,Ltd.",2
Bio Meds Pharmaceutica Ltda,2
"BioAtla, Inc.",2
"BioDlink Biopharm Co., Ltd.",2
BioGenCell Ltd.,2
"BioLite, Inc.",2
"BioMimetix JV, LLC",2
BioNTech Cell & Gene Therapies GmbH,2
Biocomposites Ltd,2
"Biofabri, S.L",2
"Biohaven Pharmaceuticals, Inc.",2
Biojiva LLC,2
Biolexis Therapeutics,2
Biophytis,2
"Biostar Pharma, Inc.",2
Biotechnology Institute IMASD,2
"Biotheryx, Inc.",2
Birch BioMed Inc,2
"Bisirna Therapeutics (Suzhou) Co., Ltd.",2
"Bliss Biopharmaceutical (Hangzhou) Co., Ltd",2
Blue Lake Biotechnology Inc.,2
BlueRock Therapeutics,2
"Bold Therapeutics, Inc.",2
BonusBio Group Ltd,2
"Botanee Group Co., Ltd.",2
"Bracco Diagnostics, Inc",2
"Brain Neurotherapy Bio, Inc.",2
"Bright Cell, Inc.",2
C Ray Therapeutics,2
"CG Pharmaceuticals, Inc",2
"CJ Bioscience, Inc.",2
CNBG-Virogin Biotech (Shanghai) Ltd.,2
COMPASS Pathways,2
"COUR Pharmaceutical Development Company, Inc.",2
"Caliway Biopharmaceuticals Co., Ltd.",2
"Candel Therapeutics, Inc.",2
Captor Therapeutics S.A.,2
Caravel Oculus Pty Ltd,2
Caregen Co. Ltd.,2
Cartago Biotech Pty Ltd,2
"Castle Creek Biosciences, LLC.",2
CastleVax Inc.,2
"Celest Therapeutics (Shanghai) Co., Ltd.",2
Cell Biopeutics Resources Sdn Bhd,2
Cell>Point LLC,2
CellTherX,2
Cellcolabs Clinical LTD.,2
"Century Therapeutics, Inc.",2
Cerevance,2
"Cerium Pharmaceuticals, Inc.",2
Chase Therapeutics Corporation,2
"Chengdu Brilliant Pharmaceutical Co., Ltd.",2
"Chengdu Kanghong Biotech Co., Ltd.",2
"Chengdu Kangnuoxing Biopharma,Inc.",2
"Chengdu Origen Biotechnology Co., Ltd.",2
"Chengdu Qingshan Likang Pharmaceutical Co., Ltd",2
"Chengdu StarRay Therapeutics Co., Ltd",2
"Chengdu Syncor Pharmaceutical Co., Ltd.",2
"China Immunotech (Beijing) Biotechnology Co., Ltd.",2
"Chongqing Claruvis Pharmaceutical Co., Ltd.",2
"Cidara Therapeutics Inc., a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",2
"Clarion Cells, Inc.",2
Clarity Pharmaceuticals Ltd,2
"Clasp Therapeutics, Inc.",2
"Cloudbreak Therapeutics, LLC",2
"Clover Biopharmaceuticals USA, LLC",2
"Cogent Biosciences, Inc.",2
"Coherent Biopharma (Suzhou) Co., Ltd.",2
Concept Medical Inc.,2
Connect Biopharm LLC,2
Consun Pharmaceutical Group,2
Cook MyoSite,2
Cook Research Incorporated,2
Corbus Pharmaceuticals Inc.,2
Corxel Pharmaceuticals,2
Corza Medical GmbH,2
Creative Medical Technology Holdings Inc,2
Cristália Produtos Químicos Farmacêuticos Ltda.,2
"Crossignal Therapeutics, Inc.",2
Crystalys Therapeutics,2
"Curis, Inc.",2
CuromeBiosciences,2
CyanVac LLC,2
Cybin IRL Limited,2
Cynata Therapeutics Limited,2
"CytoDyn, Inc.",2
CytomX Therapeutics,2
"CytosinLab Therapeutics Co., Ltd.",2
D2M Biotherapeutics Inc.,2
"Daehwa Pharmaceutical Co., Ltd.",2
"Danatlas Pharmaceuticals Co., Ltd",2
"Delphian Therapeutics Australia Pty, Ltd",2
"DermBiont, Inc.",2
Diamyd Medical AB,2
Diasome Pharmaceuticals,2
"Dicerna Pharmaceuticals, Inc., a Novo Nordisk company",2
"Direct Biologics, LLC",2
Domain Therapeutics Australia Pty Ltd,2
Dongguan TT Medical,2
Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,2
"ENB Therapeutics, Inc",2
EXACT Therapeutics AS,2
Edgewood Oncology Inc.,2
Eirion Therapeutics Inc.,2
Eleison Pharmaceuticals LLC.,2
"Elion Therapeutics, Inc.",2
Elpida Therapeutics SPC,2
Empros Pharma AB,2
Eureka Therapeutics Inc.,2
Eva Pharma,2
Eveliqure Biotechnologies GmbH,2
Ever Neuro Pharma GmbH,2
Evon Medics LLC,2
Exciva GmbH,2
Excyte Biopharma Ltd,2
"Expedition Therapeutics, Inc",2
F2G Biotech GmbH,2
Faeth Therapeutics,2
Filament Health Corp.,2
Filamon LTD,2
"Foresee Pharmaceuticals Co., Ltd.",2
Formycon AG,2
Fortvita Biologics (USA)Inc.,2
"Fosun Adgenvax Biopharmaceutical Co.,Ltd.",2
Frontier Biotechnologies Inc.,2
"Fujian Akeylink Biotechnology Co., Ltd.",2
"Fujian Mindong Rejuvenation Pharmaceutical Co., Ltd.",2
Fulgent Pharma LLC.,2
Fusion Pharmaceuticals Inc.,2
GEN İlaç ve Sağlık Ürünleri A.Ş.,2
Galvani Bioelectronics,2
"Gannex Pharma Co., Ltd.",2
Gemma Biotherapeutics,2
Genascence Corporation,2
Generate Biomedicines,2
"Genexine, Inc.",2
Genfit,2
"Genor Biopharma Co., Ltd.",2
"GeoVax, Inc.",2
Geropharm,2
"GigaGen, Inc.",2
Gliknik Inc.,2
"Glonova Pharma Co., Ltd",2
Glycyx Therapeutics,2
"Gracell Biotechnologies (Shanghai) Co., Ltd.",2
Green Cross Wellbeing,2
"Gritgen Therapeutics Co., Ltd.",2
"Guangdong Ruishun Biotech Co., Ltd",2
Guangzhou Henovcom Bioscience Co. Ltd.,2
"Guangzhou Magpie Pharmaceuticals Co., Ltd.",2
"Guangzhou Manjing biomedicine technology co., ltd",2
"Guangzhou Novaken Pharm Co., Ltd.",2
"Halia Therapeutics, Inc.",2
"Hangzhou Adcoris Biopharmacy Co., Ltd",2
"Hangzhou Gensciences Biopharmaceutical Co., Ltd.",2
"Hangzhou GluBio Pharmaceutical Co., Ltd.",2
"Hangzhou Valgen Medtech Co., Ltd",2
Hansa Biopharma AB,2
"Hanx Biopharmaceuticals (Wuhan) Co., Ltd.",2
"Harvard Apparatus Regenerative Technology, Inc.",2
"Hasten Biopharmaceutical Co., Ltd.",2
Healeon Medical Inc,2
"HealthBio, Inc.",2
Heartseed Inc.,2
Hemay Pharmaceutical PTY. LTD.,2
Hemerion Therapeutics,2
"HiberCell, Inc.",2
Hinge Bio,2
HitGen Inc.,2
Hope Biosciences LLC,2
"HotSpot Therapeutics, Inc",2
IBSA Institut Biochimique SA,2
"ILAb Co., Ltd.",2
"ISU Abxis Co., Ltd.",2
ITM Oncologics GmbH,2
"Idience Co., Ltd.",2
Idorsia Pharmaceuticals Ltd.,2
Iksuda Therapeutics Ltd.,2
ImmVirx Pty Ltd,2
ImmunAbs Inc.,2
ImmuneOncia Therapeutics Inc.,2
Immunitas Therapeutics,2
"Immunomic Therapeutics, Inc.",2
"Impact Therapeutics, Inc.",2
Imvax,2
"InGeneron, Inc.",2
Inari Medical,2
Incendia Therapeutics,2
Infan Industria Quimica Farmaceutica Nacional,2
Infectopharm Arzneimittel GmbH,2
InnoUp Farma S.L.,2
Inotrem,2
Inozyme Pharma,2
Insmed Gene Therapy LLC,2
Intech Biopharm Ltd.,2
"Intensity Therapeutics, Inc.",2
"Intervene Immune, Inc.",2
"Intralytix, Inc.",2
"J-Pharma Co., Ltd.",2
"Janssen Korea, Ltd., Korea",2
"Jetema Co., Ltd.",2
"Jiangsu BioJeTay Biotechnology Co., Ltd.",2
"Jiangsu Nutai Biologics Co., Ltd",2
Jiangxi Qingfeng Pharmaceutical Co. Ltd.,2
Johnson & Johnson Private Limited,2
Just-Evotec Biologics,2
Kahr Bio Australia Pty Ltd,2
Kahr Medical,2
"Kali Therapeutics, Inc.",2
KaliVir Immunotherapeutics,2
"Kartos Therapeutics, Inc.",2
"Kashiv BioSciences, LLC",2
Keri Pharma Hungary Kft,2
Kivu Bioscience Inc.,2
"Kortuc, Inc.",2
"Kowa Company, Ltd.",2
"Kowa Research Institute, Inc.",2
"Kure Cells, INC",2
"LEAF4Life, Inc.",2
LIB Therapeutics LLC,2
LISCure Biosciences,2
Lamassu Bio Inc,2
Laminar Pharmaceuticals,2
Lantu Biopharma,2
"Latticon Antibody Therapeutics, Inc",2
"Leadingtac Pharmaceutical (Shaoxing) Co., Ltd.",2
"Lepu Medical Technology (Beijing) Co., Ltd.",2
LifeMine Therapeutics,2
"Lifordi Immunotherapeutics, Inc.",2
LimmaTech Biologics AG,2
"Lumen Bioscience, Inc.",2
MBrace Therapeutics,2
MGB Pharma,2
"ML Bio Solutions, Inc.",2
MODAG GmbH,2
MRM Health NV,2
MaaT Pharma,2
MabQuest SA,2
"Macro Biologics, Inc.",2
Marea Therapeutics,2
"Marengo Therapeutics, Inc.",2
Marzieh Ebrahimi,2
Materia Medica Holding,2
"MeLSyTech, Ltd",2
Medicago,2
Medice Arzneimittel Pütter GmbH & Co KG,2
