owner_name,asset_count
BAXTER HEALTHCARE CORP ANESTHESIA AND CRITICAL CARE,1
MILLICENT PHARMA LTD,1
ZHEJIANG XIANJU PHARMACEUTICAL CO LTD,1
PATRIN PHARMA INC,1
ITERUM THERAPEUTICS US LTD,1
INNOPHARMA LICENSING LLC A SUB OF PFIZER INC,1
H2-PHARMA LLC,1
NIAGARA PHARMACEUTICALS INC,1
TILDE SCIENCES LLC,1
INDIES PHARMA JAMAICA LTD,1
ACACIA PHARMA LTD,1
MUNDIPHARMA GMBH,1
ITALFARMACO SA,1
NANOMI BV,1
SHANDONG LUYE PHARMACEUTICAL CO LTD,1
GENSCO LABORATORIES LLC DBA GENSCO PHARMA,1
TAMARANG SA,1
PHARMAAND GMBH,1
ALLIED PHARMA INC,1
CRYSTAL PHARMACEUTICAL SUZHOU CO LTD,1
NOVUGEN PHARMA SDN BHD,1
KALVISTA PHARMACEUTICALS LTD,1
CHIRHOCLIN INC,1
SOMERSET PHARMACEUTICALS INC,1
SHANGHAI HENGRUI PHARMACEUTICAL CO LTD,1
SALERNO PHARMACEUTICALS,1
AADI BIOSCIENCES INC,1
NOBELPHARMA CO LTD,1
GVS TM INC,1
LABORATORIOS GRIFOLS SA,1
TARO PHARMACEUTICALS USA INC,1
THE FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,1
CARDINAL HEALTH 418 INC,1
INTERNATIONAL ISOTOPES INC,1
ACER THERAPEUTICS INC,1
BOTANIX SB INC,1
AXSOME MALTA LTD,1
ALTATHERA PHARMACEUTICALS LLC,1
LEGACY PHARMA INC,1
FRESENIUS KABI DEUTSCHLAND GMBH,1
BIOCODEX SA,1
Q BIOMED INC,1
PD PARTNERS III LLC,1
VISTA PHARMACEUTICALS INC,1
CHARTWELL PHARMA SCIENCE LLC,1
ZHEJIANG BAYSIDE BIOTECH CO LTD,1
CP PHARMACEUTICALS INTERNATIONAL CV,1
DIZAL (JIANGSU) PHARMACEUTICAL CO LTD,1
CHENGDU SUNCADIA MEDICINE CO LTD,1
VELOXIS PHARMACEUTICALS INC,1
FOLDRX PHARMACEUTICALS LLC A WHOLLY OWNED SUB OF PFIZER INC,1
NOVATECH SA,1
SCIARRA LABORATORIES INC,1
MAYNE PHARMA COMMERCIAL LLC,1
CYCLOMEDICA AUSTRALIA PTY LTD,1
JUBILANT DRAXIMAGE INC,1
MEDI-RADIOPHARMA LTD,1
JUBILANT DRAXIMAGE USA INC,1
THERAGNOSTICS INC,1
MEDI-PHYSICS INC DBA GE HEALTHCARE,1
EMED MEDICAL CO LLC,1
ALMAJECT INC,1
ACERUS PHARMACEUTICALS CORP,1
BESINS HEALTHCARE IRELAND LTD,1
ANTARES PHARMA INC,1
MARIUS PHARMACEUTICALS INC,1
ALCON LABORATORIES LTD,1
CHARTWELL TETRA LLC,1
ADIENNE SA,1
PACIFIC PHARMA,1
PACIFIC PHARMA INC,1
SENTISS PHARMA PRIVATE LTD,1
COMBE INC,1
AVEO PHARMACEUTICALS INC,1
FIDELITY BIOPHARMA CO USA,1
PULMOFLOW INC,1
AUSON PHARMACEUTICALS INC,1
BIOGEN MA INC,1
PLIVA PHARMACEUTICAL INDUSTRY INC,1
SARFEZ PHARMACEUTICALS INC,1
DAY ONE BIOPHARMACEUTICALS INC,1
KAMAT PHARMATECH LLC,1
ALEMBIC GLOBAL HOLDING SA,1
LIQUIDIA TECHNOLOGIES INC,1
DOW PHARMACEUTICAL SCIENCES,1
VALEANT INTERNATIONAL BARBADOS SRL,1
APOTHECON INC DIV BRISTOL MYERS SQUIBB,1
BIOCON GENERICS INC,1
ECI PHARMACEUTICALS LLC,1
ORPHALAN SA,1
MONARCH PHARMACEUTICALS LLC,1
DORC INTERNATIONAL BV,1
SEAGEN INC,1
RISING PHARMACEUTICALS,1
OYSTER POINT PHARMA INC,1
PYROS PHARMACEUTICALS INC,1
NIPPON SHINYAKU CO LTD,1
POLAREAN INC,1
RISING PHARMACEUTICALS INC,1
AUROBINDO PHARMA LTD INC,1
HIKMA FARMACEUTICA SA,1
CHIRON,1
RIDGEBACK BIOTHERAPEUTICS,1
MERCK,1
ALLERQUEST,1
SEATTLE GENETICS,1
VALEANT LUXEMBOURG,1
ELAN PHARM,1
SERVIER PHARMA LLC,1
NOVARTIS PHARMS,1
ABLYNX NV,1
CYTOGEN,1
DOMPE FARMACEUTICI,1
IMCLONE,1
AMICUS THERAP US,1
AUXILIUM PHARMS,1
ENDO GLOBAL AESTHETICS LTD,1
CHECKPOINT THERAPEUTICS INC,1
"REVANCE THERAPEUTICS, INC.",1
CITIUS PHARMS,1
"TEVA PHARMACEUTICALS, INC.",1
UNITED THERAP,1
EVIVE BIOTECHNOLOGY,1
NOVIMMUNE S.A.,1
"GENMAB US, INC.",1
"Lundbeck Seattle BioPharmaceuticals, Inc.",1
IMMUNEX,1
DAIICHI SANKYO,1
TANVEX BIOPHARMA USA INC,1
TEVA PHARMS USA,1
CSL BEHRING LLC,1
AMPHASTAR PHARM,1
BAUSCH AND LOMB,1
HALOZYME THERAP,1
SHIRE,1
VIELA BIO,1
SANOFI US SERVICES,1
BAXTER HLTHCARE CORP,1
INTERFERON SCIENCES,1
SERONO INC,1
BAYER HEALTHCARE PHARMS,1
HORIZON THERAPEUTICS IRELAND DAC,1
"LIB THERAPEUTICS, INC.",1
HUGEL INC,1
"RENGENERON PHARMACEUTICALS, INC.",1
CELGENE CORP,1
IPSEN INC,1
HOFFMAN-LA ROCHE,1
IMMUNOGEN INC,1
BIOGEN IDEC,1
Y-MABS THERAPEUTICS INC,1
GALDERMA LABS LP,1
ELUSYS THERAPEUTICS INC,1
"THROMBOGENICS, INC",1
ALLERGAN,1
SWEDISH ORPHAN,1
DIGESTIVE CARE INC,1
EURAND PHARMA LTD,1
VIOKACE,1
VIVUS INC,1
NPS PHARMS INC,1
SIGMA TAU,1
Pharmaand GmbH,1
BIOGEN IDEC INC,1
HORIZON PHARMA,1
AKESO BIOPHARMA,1
TEVA RESPIRATORY LLC,1
EKR THERAP,1
"KINIKSA PHARMACEUTICALS (UK), LTD.",1
PHARMAESSENTIA CORP,1
IMMUNOMEDICS INC,1
QOL MEDCL,1
BERLEX LABS,1
OTSUKA PHARM CO LTD,1
PFIZER IRELAND PHARMACEUTICALS,1
MORPHOSYS US INC,1
SICOR BIOTECH,1
DRAXIMAGE,1
CIS BIO INTL,1
PROVENTION BIO INC,1
HORIZON THERAPEUTICS IRELAND,1
SUN PHARMA GLOBAL,1
SEAGEN,1
BIOGEN MA,1
"CELLTRION, INC.",1
TAKEDA PHARMS USA,1
SHIRE HUMAN GENETIC,1
VIRIDIAN THERAPEUTICS INC,1
ULTRAGENYX PHARM INC,1
MERUS N.V.,1
IPSEN BIOPHARM LTD,1
MERZ PHARMS,1
"ALTOR BIOSCIENCE, LLC, AN INDIRECT WHOLLY-OWNED SU",1
1Globe Health Institute,1
"23andMe, Inc.",1
35Pharma Inc,1
"3H (Suzhou) Pharmaceuticals Co., Ltd.",1
"3H Pharmaceuticals Co., Ltd.",1
4B Technologies Limited,1
4D Molecular Therapeutics,1
4Moving Biotech,1
4TEEN4 Pharmaceuticals GmbH,1
60 Degrees Pharmaceuticals LLC,1
7 Generation Games,1
"858 Therapeutics, Inc.",1
"89bio, Inc.",1
A&G Pharmaceutical Inc.,1
A2A Pharmaceuticals Inc.,1
ABX advanced biochemical compounds GmbH,1
"AION Healthspan, Inc.",1
ALK-Abelló A/S,1
AMO Pharma Limited,1
ARTBIO Inc.,1
ARTHEx Biotech S.L.,1
ASC Therapeutics,1
ASTEROGENE Biomedical Co. Ltd.,1
AVM Biotechnology Inc,1
"Aadi Bioscience, Inc.",1
AbClon,1
Abata Therapeutics,1
Abbott Medical Devices,1
Abcentra,1
"Abcuro, Inc.",1
Abdera Therapeutics Inc.,1
"Ablative Solutions, Inc.",1
"Abrexa Pharmaceuticals, Inc.",1
Acacia Pharma Ltd,1
AcadeMab Biomedical Inc.,1
"AccSalus Biosciences, Inc.",1
Accent Therapeutics,1
Accession Therapeutics Limited,1
Acer Therapeutics Inc.,1
Acerand Therapeutics (Hong Kong) Limited,1
Acerand Therapeutics (Shanghai) Limited,1
Acesion Pharma,1
Acousia Therapeutics GmbH,1
Acrivon Therapeutics,1
Acta Pharmaceuticals,1
Actinogen Medical,1
Adcytherix SAS,1
AdipoPharma LLC,1
Adovate,1
Adrenas Therapeutics Inc,1
Advagene Biopharma Co. Ltd.,1
Advanced BioDesign,1
Advesya SAS,1
Adze Biotechnology Australia Pty Ltd,1
Aegle Therapeutics,1
Aeonvital Biomedicine,1
"Aeovian Pharmaceuticals, Inc.",1
Aer Therapeutics,1
Aerogen Pharma Limited,1
"Aesculap Biologics, LLC",1
Affibody,1
"Affini-T Therapeutics, Inc.",1
Affinia Therapeutics,1
"AffyImmune Therapeutics, Inc.",1
"Ageless Biotech, Inc.",1
Agiana Pharmaceuticals,1
"Agitated Solutions, Inc.",1
AiCuris Anti-infective Cures AG,1
"AirNexis Therapeutics, Inc.",1
"Airway Therapeutics, Inc.",1
"Ajax Therapeutics, Inc.",1
"Akan Biosciences, LLC",1
"Akero Therapeutics, Inc",1
Akros Pharma Inc.,1
AlaMab Therapeutics (Shanghai) Inc.,1
Alasht Pharmed,1
"Albireo, an Ipsen Company",1
Alcamena Stem Cell Therapeutics,1
Aldena Therapeutics,1
Alesta Therapeutics,1
Alfasigma S.p.A.,1
Algernon Pharmaceuticals,1
Aligos Therapeutics,1
Alixer Nexgen Therapeutics Limited,1
"Alkermes, Inc.",1
"Alkeus Pharmaceuticals, Inc.",1
"AllRock Bio, Inc.",1
Allergy Therapeutics,1
Allievex Corporation,1
Alligator Bioscience AB,1
"Allterum Therapeutics, Inc",1
"Alpha Cognition, Inc",1
Alpha Fusion Inc.,1
Alpha Tau Medical LTD.,1
AlphaMol Science Ltd. (Shanghai),1
"Alpheus Medical, Inc.",1
Alphyn Biologics,1
"Alpine Immune Sciences Inc, A Subsidiary of Vertex",1
"Alpine Immune Sciences, Inc.",1
Altheia Science,1
AltruBio Inc.,1
Alucent Biomedical,1
"Alume Biosciences, Inc.",1
"Alveus Therapeutics, Inc.",1
Alvogen Korea,1
Alyssum Therapeutics,1
"Ambros Therapeutics, Inc.",1
"Ambrx, Inc.",1
"Amplexd Therapeutics, Inc.",1
Amryt Pharma,1
Amydis Inc.,1
Amyloid Solution Inc,1
AnHorn Medicines Co. Ltd.,1
AnaCardio AB,1
"Andros Pharmaceuticals Co., Ltd.",1
"Angiex, Inc.",1
Angiocrine Bioscience,1
"Angiodynamics, Inc.",1
Angitia Biopharmaceuticals,1
Angitia Biopharmaceuticals Guangzhou Limited,1
"AnnJi Pharmaceutical Co., Ltd.",1
Annexin Pharmaceuticals AB,1
Antaros Medical,1
"Antelope Surgical Solutions, Inc",1
Antev Ltd.,1
Antiva Biosciences,1
Anwita Biosciences,1
Apmonia Therapeutics,1
Apnimed,1
"Apogee Therapeutics, Inc.",1
"Appello Pharmaceuticals, Inc.",1
"Applied Pharmaceutical Science, Inc.",1
"Applied Therapeutics, Inc.",1
"Apriligen, Inc.",1
"Aptamer Sciences, Inc.",1
Aptinyx,1
Aqualung Therapeutics Corp.,1
"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",1
Aravax Pty Ltd,1
Arbor Biotechnologies,1
"Arcato Laboratories, Inc.",1
Arch Biopartners Inc.,1
Arctic Therapeutics,1
Aresus Pharma GmbH,1
Areteia Therapeutics,1
"AriBio Co., Ltd.",1
"Arnatar Therapeutics, Inc.",1
Aromics Therapeutics,1
Arovella Therapeutics Ltd,1
Arrowhead Pharmaceuticals,1
Artcline GmbH,1
Arvinas Inc.,1
"Ascendo Biotechnology Co., Ltd.",1
Ascension Health,1
"Ascidian Therapeutics, Inc",1
Ashibio Inc,1
"Asia Cell Therapeutics (Shanghai) Co., Ltd.",1
"AskBio France, SAS, a subsidiary of AskBio Inc.",1
"Asklepion Pharmaceuticals, LLC",1
Aspa Therapeutics,1
"Aspartes Pharmaceuticals, Inc.",1
Aspen Neuroscience,1
"Aspera Biomedicines, Inc.",1
"Aspeya, Inc.",1
AstriVax Therapeutics,1
"Atheron Therapeutics, Ltd.",1
Athos Therapeutics Inc,1
Atisama Therapeutics,1
Atlas Molecular Pharma,1
"Atossa Therapeutics, Inc.",1
"Attralus, Inc.",1
Auricula Biosciences Inc.,1
Aurinia Pharmaceuticals Inc.,1
"Auron Therapeutics, Inc.",1
"Autobahn Therapeutics, Inc.",1
Avecho Biotechnology,1
Avelos Therapeutics Inc.,1
"AvenCell Therapeutics, Inc.",1
"Aveta Biomics, Inc.",1
AviadoBio Ltd,1
Avidence Therapeutics,1
"Avobis Bio, LLC",1
Axcynsis Therapeutics Pte Ltd,1
Axoltis Pharma,1
Axovia Therapeutics,1
"Axsome Therapeutics, Inc.",1
"Axter Therapeutics (Beijing) Co., Ltd",1
"Ayu, Inc.",1
"AyuVis Research, Inc.",1
Azevan Pharmaceuticals,1
Azidus Brasil,1
Azitra Inc.,1
Azure Biotech Inc.,1
BEAUTECH,1
BIONCaRT GmbH,1
Bantam Pharmaceuticals,1
Barbara Maglione,1
Bardia Anvar,1
"Basking Biosciences, Inc.",1
Baxalta now part of Shire,1
"Baxis Pharmaceuticals, Inc.",1
Baylx Inc.,1
Beckley Psytech Limited,1
"Beijing Baylx Biotech Co., Ltd.",1
Beijing Immupeutics Medicine Technology Limited,1
"Beijing Kanghong Biological Medicine Co., Ltd.",1
"Beijing Kanghong Biopharmaceutical Co., Ltd.",1
"Beijing Minhai Biotechnology Co., Ltd",1
"Beijing Northland Biotech. Co., Ltd.",1
Beijing Scitech-Mq Pharmaceuticals Limited,1
"Beijing StoneWise Technology Co., Ltd",1
"Beijing Sungen Biomedical Technology Co., Ltd",1
"Beijing Tuohua Weiye Biotechnology Co., Ltd.",1
Bellus Health Inc. - a GSK company,1
"Benethera (Shaoxing) Biotechnology Co., Ltd.",1
"Benobio Co., Ltd.",1
Benuvia Therapeutics Inc.,1
"Bexion Pharmaceuticals, Inc.",1
"BigHat Biosciences, Inc.",1
BioArctic AB,1
BioGate Precision Medicine Corp.,1
BioMarin Pharmaceutical,1
"BioMendics, LLC",1
"BioNet-Asia Co., Ltd.",1
"BioPhoenix Co., Ltd.",1
BioRestorative Therapies,1
"BioSpring Medical Co., Ltd",1
BioXTek,1
Bioagile Therapeutics Pvt. Ltd.,1
"Biocells (Beijing) Biotech Co.,Ltd",1
Biolingus,1
Biomedica Foscama S.p.A. Industria Chimico-Farmaceutica,1
Bionic Sight LLC,1
"Biopeutics Co., Ltd",1
Biopharma Plasma LLC,1
Biopharmaceutical Research Company,1
Biosensors Europe SA,1
Biosergen AS,1
"Biosolution Co., Ltd.",1
Biossil Inc.,1
Biotest,1
Biotroy Therapeutics,1
Bioventus LLC,1
"Bioverativ, a Sanofi company",1
Bioxodes S.A.,1
Bisirna Therapeutics Pte. Ltd.,1
"Bivision Pharmaceuticals, Inc.",1
"Black Diamond Therapeutics, Inc.",1
"Black Tie Medical, Inc.",1
BlackfinBio Ltd,1
Blue Blood Biotech Corp.,1
Blue Earth Therapeutics Ltd,1
BlueSky Immunotherapies GmbH,1
"Bluefin Biomedicine, Inc.",1
Bond Biosciences,1
Boston Immune Technologies and Therapeutics,1
Boston Medical Group,1
Boulder Care,1
"Boundless Bio, Inc.",1
Brain Trust Bio,1
"BrainChild Bio, Inc",1
Brainstorm-Cell Therapeutics,1
"Breathe Biologics, Inc.",1
Brenus Pharma,1
Brexogen Inc.,1
BridGene Biosciences Inc.,1
"Bridge Biotherapeutics, Inc.",1
"BrightPath Biotherapeutics Co., Ltd.",1
"Brixton Biosciences, Inc.",1
Bugworks Research Inc.,1
Buzzard Pharmaceuticals,1
CAGE Bio Inc.,1
CAMP4 Therapeutics Corporation,1
CARE ARTHRITIS LTD.,1
"CAS Lamvac (Guangzhou) Biomedical Technology Co., Ltd.",1
"CAS Lamvac Biotech Co., Ltd.",1
"CASI pharmaceuticals, Inc.",1
CDR-Life AG,1
CEBIOTEX,1
CELL Technologies Inc.,1
CERM INC.,1
"CG Oncology, Inc.",1
CKD Bio Corporation,1
CMG Pharmaceutical Co. Ltd,1
"CNS Pharmaceuticals, Inc.",1
CRISM Therapeutics LTD,1
CRISPR Therapeutics,1
CRISPR Therapeutics AG,1
"CSPC Mingfule Pharmaceutical (Guangzhou) Co., Ltd.",1
"CVRx, Inc.",1
"Calcilytix Therapeutics, Inc., a BridgeBio company",1
Cali Pharmaceuticals LLC,1
Calliditas Therapeutics AB,1
Callio Therapeutics,1
Calluna Pharma AS,1
Cambium Bio Limited,1
Cancer Vaccines Limited,1
Cantex Pharmaceuticals,1
Capricor Inc.,1
Capstan Therapeutics,1
Carbiogene Therapeutics Co. Ltd.,1
Carcinex Inc,1
"Cardurion Pharmaceuticals, Inc.",1
"Carmot Therapeutics, Inc.",1
"Carna Biosciences, Inc.",1
Carrick Therapeutics Limited,1
"CarthroniX, Inc.",1
Cartography Biosciences,1
Catapult Therapeutics,1
"Cayuga Biotech, Inc.",1
CeleCor Therapeutics,1
Cell Energy Life Sciences Group Co. LTD,1
"Cell Origin Biotech (Hangzhou) Co., Ltd.",1
CellProthera,1
CellSeed Inc.,1
CellTrans Inc.,1
Cellf Bio LLC,1
CellinCells,1
Cellio Therapeutics Inc,1
Cellvax Therapeutics Inc,1
Celosia Therapeutics Pty Ltd,1
Celregen Therapeutics,1
Celtic Biotech Ltd,1
Cenna Biosciences Inc.,1
Centauri Therapeutics Limited,1
Centrexion Therapeutics,1
"CereMark Pharma, LLC",1
Cerecin,1
"Changshan ConjuChem BioPharmaceutical Research and Development (Hebei) Co., Ltd.",1
"Checkpoint Therapeutics, Inc.",1
Chendu DIAO Nine Hong Pharmaceutical Factory,1
"Chendu DIAO Pharmaceutical Group CO., LTD.",1
Chengdu Diao Jiuhong Pharmaceutical Factory,1
"Chengdu FenDi Pharmaceutical Co., Ltd.",1
"Chengdu JOYO pharma Co., Ltd.",1
Chimeric Therapeutics,1
Chimivac INC,1
"Chongqing Jinsaixing Medical Technology Co., Ltd",1
"Chordia Therapeutics, Inc.",1
"ChromaDex, Inc.",1
Cilcare SAS,1
Circle Pharma,1
"Circunited BioPharma (Shenzhen) Co., Ltd.",1
City Therapeutics,1
"Claris Biotherapeutics, Inc.",1
Clene Nanomedicine,1
Clinique Ovo,1
"Clinuvel, Inc.",1
Cochlear,1
Comanche Biopharma,1
Compass Therapeutics,1
Complement Therapeutics,1
Composite Interceptive Med Science,1
Compugen Ltd,1
ConSynance Therapeutics,1
"Connecta Therapeutics, S.L.",1
Consano Bio,1
"Continuity Biosciences, LLC",1
"Coordination Pharmaceuticals, Inc.",1
CorMedix,1
"Cordgenics, LLC",1
"Corestemchemon, Inc.",1
"Corium Innovations, Inc.",1
Corsera Health,1
Cosmetique Active International,1
"Cothera Bioscience, Inc",1
CrannMed,1
Crimson Biopharm Inc.,1
"Crossbow Therapeutics, Inc.",1
CryoCord Sdn Bhd,1
"CrystalGenomics, Inc.",1
"CuraSen Therapeutics, Inc.",1
"Curacle Co., Ltd.",1
"Curadel Surgical Innovations, Inc.",1
Curasight,1
Curemark,1
Currax Pharmaceuticals,1
"Cutia Therapeutics（Wuxi）Co.,Ltd",1
Cybrexa Therapeutics,1
"Cyclarity Therapeutics, Inc.",1
Cyllene Therapeutics,1
"Cystetic Medicines, Inc.",1
CytoCares Inc,1
"Cytocraft Biopharmaceutical Co., Ltd.",1
Cytopeutics Sdn. Bhd.,1
Cytora Ltd.,1
Cytori Therapeutics,1
Cytosite Biopharma Inc.,1
"DALIM TISSEN Co., Ltd.",1
DIGMBIO,1
DKSH Management (Thailand) Limited,1
DalCor Pharmaceuticals,1
Dartsbio Pharmaceuticals Ltd.,1
Dasher Neuroscience Inc.,1
Defymed,1
Degron Therapeutics Co.,1
Denali Therapeutics Inc.,1
Dendreon,1
Dendrogenix,1
Desentum Oy,1
DeuterOncology,1
Dewpoint Therapeutics,1
"DexCom, Inc.",1
DexTech Medical AB,1
"Diagonal Therapeutics, Inc.",1
Dimerix Bioscience Pty Ltd,1
"DiscGenics, Inc.",1
Dispatch Biotherapeutics,1
Dobri Kiprov,1
"Doma Biopharmaceutical（Suzhou）Co., Ltd.",1
Dong Wha Pharmaceutical Co. Ltd.,1
"Dongkook Pharmaceutical Co., Ltd.",1
Doron Therapeutics Inc.,1
Dr. Willmar Schwabe GmbH & Co. KG,1
Dragonboat Biopharmaceutical Company Limited,1
Dragonfly Therapeutics,1
Draig Therapeutics Ltd,1
"Duboce Biopharmaceuticals, Inc.",1
Duke Street Bio Ltd,1
"E-Star BioTech, LLC",1
EBI Anti Sepsis BV,1
ECRI bv,1
"EHL Bio Co., Ltd.",1
EIP Pharma Inc,1
EIR Biotherapies s.r.l.,1
ENA Respiratory Pty Ltd,1
ENCell,1
EP Plus Group Sdn Bhd,1
ERX Pharmaceuticals,1
EXO Biologics S.A.,1
"Eagle Pharmaceuticals, Inc.",1
Ebima Clifford Okundaye,1
Echosens,1
"Eddingpharm (Zhuhai) Co., Ltd.",1
Edwards Lifesciences,1
Egle Therapeutics,1
Egymedicalpedia,1
EicOsis Human Health Inc.,1
Eisai Korea Inc.,1
Electra Therapeutics Inc.,1
Eledon Pharmaceuticals,1
Eleusis Therapeutics,1
Elevar Therapeutics,1
Elgan Pharma Ltd.,1
Eli Radiopharma,1
"Elisigen, Inc.",1
Elixir Medical Corporation,1
"Elixirgen Therapeutics, Inc.",1
Elixiron Immunotherapeutics (Hong Kong) Ltd.,1
Elixiron Immunotherapeutics Inc.,1
ElmediX,1
"Eloxx Pharmaceuticals, Inc.",1
Eluciderm Inc,1
Emalex Biosciences Inc.,1
Emerald Clinical Inc.,1
Emercell SAS,1
Emergent BioSolutions,1
Enalare Therapeutics Inc.,1
Encellin,1
Encoded Therapeutics,1
Endevica Bio,1
Energenx Medical LTD.,1
Enimmune Corporation,1
Enlivex Therapeutics Ltd.,1
"Ensho Therapeutics, Inc.",1
Ensoma,1
Enveda Therapeutics,1
Enzychem Lifesciences Corporation,1
EpiBiologics,1
"EpiDestiny, Inc.",1
Epibiotech,1
"Epicrispr Biotechnologies, Inc.",1
Epics Therapeutics,1
"Epigenetix, Inc.",1
"Epigenic Therapeutics, Inc",1
"EpimAb Biotherapeutics (Suzhou)Co., Ltd.",1
Epitopea Ltd,1
Epsilogen Ltd,1
Epygenix,1
Equilibra Bioscience LLC,1
Equipmed USA LLC,1
"Estrella Biopharma, Inc.",1
Ethris GmbH,1
Etnova Therapeutics Corp.,1
"EuroPharma, Inc.",1
"Everest Medicines (China) Co.,Ltd.",1
EveryONE Medicines Inc.,1
"EvolveImmune United, Inc",1
Excelsior,1
Excision BioTherapeutics,1
Exegenesis Bio,1
"Exegi Pharma, LLC",1
ExoRNA Bioscience,1
ExpreS2ion Biotechnologies,1
"Expression Therapeutics, LLC",1
Extend Biosciences Inc.,1
EyeD Pharma,1
"EyebioKorea, Inc.",1
Eyestem Research Pvt. Ltd.,1
Eyevensys,1
F2G Ltd,1
FELIQS INC.,1
FamiCordTx,1
"Far East Bio-Tec Co., Ltd",1
Febico Biomedical Corp.,1
Feldan Therapeutics,1
FemPulse Corporation,1
Fenix Innovation Group,1
Ferrer Internacional S.A.,1
Ferronova Pty Ltd,1
Fertility Center of Las Vegas,1
Fidia Farmaceutici s.p.a.,1
"Five Eleven Pharma, Inc.",1
FluoGuide A/S,1
FoRx Therapeutics AG,1
"Fochon Pharmaceuticals, Ltd.",1
Foghorn Therapeutics Inc.,1
Fore Biotherapeutics,1
"Foresight Therapeutics (Hefei) Co., Ltd.",1
Forest Hills Lab,1
"Forge Biologics, Inc",1
"Formation Bio, Inc.",1
Fresenius Kabi,1
Fresenius Medical Care North America,1
Frontier Medicines Corporation,1
FutureChem,1
"GB002, Inc.",1
"GB002, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",1
GEn1E Lifesciences,1
"GI Windows, Inc.",1
GIE Medical,1
GPN Vaccines,1
"GRIN Therapeutics, Inc.",1
"GT Medical Technologies, Inc.",1
"GT Metabolic Solutions, Inc.",1
Galecto Biotech AB,1
Galimedix Therapeutics Inc,1
"Gameto, Inc.",1
"Gasherbrum Bio, Inc., a wholly owned subsidiary of Structure Therapeutics",1
Gateway Institute for Brain Research,1
Gelscom SAS,1
"Gencurix, Inc.",1
GeneCraft Inc.,1
"GeneSail Biotech (Shanghai) Co., Ltd.",1
Genelux Corporation,1
General Biophysics LLC,1
Genetix Biotherapeutics Inc.,1
"GenomeFrontier Therapeutics TW Co., Ltd.",1
"Genovn Therapeutics (Suzhou) Co., Ltd.",1
"GentiBio, Inc",1
Geode Therapeutics Inc.,1
Gesynta Pharma AB,1
Gilgamesh Pharmaceuticals,1
Gipfel Life Sciences GmbH,1
Glaceum,1
Global Institute of Stem Cell Therapy and Research,1
GluBio Therapeutics Inc.,1
Glycovax Pharma Inc.,1
Go Medical Industries Pty Ltd,1
"Good Molecules, LLC",1
"Grace Science, LLC",1
"Gradalis, Inc.",1
Granata Bio Corporation,1
"Grand Shuyang Life Sciences (Chengdu) Co., Ltd.",1
Granular Therapeutics Limited,1
Great Novel Therapeutics Biotech & Medicals Corporation,1
GreenCare Pharma,1
Greg Bew,1
Groovy Medicine (Hangzhou) Ltd.,1
Guangdong Fapon Biopharma Inc.,1
"Guangzhou Bio-gene Technology Co., Ltd",1
Guangzhou Excelmab Inc.,1
"Guangzhou Ruixin Biotechnological Co., LTD",1
"Guangzhou Xiling Biotechnology Co., Ltd.",1
Gubra A/S,1
Gyala Therapeutics,1
Gyroscope Therapeutics Limited,1
HAL Allergy,1
"HB BioTech, LLC",1
HONYA Medical Co Ltd,1
"HTIC, Inc",1
"HanAll BioPharma Co., Ltd.",1
"Hangzhou Converd Co., Ltd.",1
"Hangzhou Dinovate Biotech Co., Ltd",1
"Hangzhou Jiuyuan Gene Engineering Co. Ltd.,",1
"Hangzhou PhecdaMed Co., Ltd.",1
"Hangzhou Polymed Biopharmaceuticals, Inc.",1
"Hangzhou Qihan Biotech Co., Ltd.",1
"Hangzhou Reprogenix Bioscience, Inc",1
"Hangzhou Weben Pharma Co., Ltd",1
HealthTech Wound Care,1
Healx Limited,1
Heidelberg Pharma AG,1
Helios Cardio Inc.,1
Hemogenyx Pharmaceuticals LLC,1
HepaRegeniX GmbH,1
Herbarium Laboratorio Botanico Ltda,1
Heron Neutron Medical Corp.,1
"Hexaell Biotech Co., Ltd.",1
"Hexun Biosciences Co., LTD.",1
Highlight Therapeutics,1
Highlightll Pharmaceutical (USA) LLC,1
Hikma Pharmaceuticals LLC,1
HillMed Inc.,1
"Hillhurst Biopharmaceuticals, Inc.",1
Honya Medical Inc,1
"Hope Medicine (Nanjing) Co., Ltd",1
Housey Healthcare ULC,1
Hua Medicine Limited,1
Hutchison Medipharma Limited,1
ICM Biotech Australia Pty Ltd.,1
ICM Co. Ltd.,1
IDB VisionCare SDN BHD,1
IDP Discovery Pharma S.L.,1
"IDRX, Inc., a wholly owned subsidiary of GSK, LLC",1
"ITabMed Co., Ltd.",1
"Iambic Therapeutics, Inc",1
Ichnos Sciences SA,1
IlDong Pharmaceutical Co Ltd,1
ImCheck Therapeutics,1
ImStem Biotechnology,1
"ImaginAb, Inc.",1
"Imara, Inc.",1
"Imbria Pharmaceuticals, Inc.",1
Immedica Pharma AB,1
Immune System Key Ltd,1
Immuneering Corporation,1
"Immunis, Inc.",1
"Immunolight, LLC",1
"Immusoft of CA, Inc.",1
Impact Biotech Ltd,1
"Impax Laboratories, LLC",1
Imviva Bio,1
Incannex Healthcare Ltd,1
"Indaptus Therapeutics, Inc",1
